json_key,md5_list,val,md5_checksum,md5_list_minus_one,json_key_minus_one,file_name,etl_record_updated
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]","[""5dcf79b548c63b882fbd73c2b610c525"", ""4bff2cad81f553bf69385c518d62f61a"", ""183c3732dc0051782f6eba54b752d3d0"", ""0006167acc9c83fe673916b8268260b7"", ""90cb5c4f0a6a76817e073e51157b1beb""]","{""Identifier_ComponentName"": ""Structure Commission"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""md5_list"": ""5dcf79b548c63b882fbd73c2b610c525, 4bff2cad81f553bf69385c518d62f61a, 183c3732dc0051782f6eba54b752d3d0, 0006167acc9c83fe673916b8268260b7, 90cb5c4f0a6a76817e073e51157b1beb"", ""md5_checksum"": ""5dcf79b548c63b882fbd73c2b610c525"", ""md5_list_minus_one"": ""5dcf79b548c63b882fbd73c2b610c525, 4bff2cad81f553bf69385c518d62f61a, 183c3732dc0051782f6eba54b752d3d0, 0006167acc9c83fe673916b8268260b7"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113438889251_F9423A9B65EBC921"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",5dcf79b548c63b882fbd73c2b610c525,"[""5dcf79b548c63b882fbd73c2b610c525"", ""4bff2cad81f553bf69385c518d62f61a"", ""183c3732dc0051782f6eba54b752d3d0"", ""0006167acc9c83fe673916b8268260b7""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113438889251_F9423A9B65EBC921,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_PremiumComponents"", ""Component"", ""Detail""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""f7ab8bdcf2274ea8ec012e4946346465"", ""727f2c925722608288e6d51bc00bc873"", ""c512d3c5f2cb925ceca7faea87f7429a""]","{""Name"": ""TotalPremium"", ""Value_Decimal"": ""-6641.46"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_PremiumComponents, Component, Detail"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, f7ab8bdcf2274ea8ec012e4946346465, 727f2c925722608288e6d51bc00bc873, c512d3c5f2cb925ceca7faea87f7429a"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, f7ab8bdcf2274ea8ec012e4946346465, 727f2c925722608288e6d51bc00bc873"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_PremiumComponents, Component"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""f7ab8bdcf2274ea8ec012e4946346465"", ""727f2c925722608288e6d51bc00bc873""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_PremiumComponents"", ""Component""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent"", ""Detail""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""05256b3528448653ad4fd36b1b5eb881"", ""143148d7bb53cc44db2804edb320d202"", ""a72845c607c8dc2fbf8f6937fc87bb7a""]","{""Name"": ""Premium"", ""Value_Decimal"": ""-6401.00"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, PremiumComponents_PremiumComponent, Detail"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, 05256b3528448653ad4fd36b1b5eb881, 143148d7bb53cc44db2804edb320d202, a72845c607c8dc2fbf8f6937fc87bb7a"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, 05256b3528448653ad4fd36b1b5eb881, 143148d7bb53cc44db2804edb320d202"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""05256b3528448653ad4fd36b1b5eb881"", ""143148d7bb53cc44db2804edb320d202""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""02f3ff55af0e8d41d2543b85699544a6"", ""53462945187f0de895080055565d0127""]","{""Identifier_ComponentName"": ""Contents Commission"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, 02f3ff55af0e8d41d2543b85699544a6, 53462945187f0de895080055565d0127"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, 02f3ff55af0e8d41d2543b85699544a6"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""02f3ff55af0e8d41d2543b85699544a6""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""PremiumComponents_PremiumComponent"", ""Detail""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""e774f5f326e58903e8314ebd907e0287"", ""f76dd5159481048a7c74bf628e2a1c1b""]","{""Name"": ""TermPremium"", ""Value_Decimal"": ""0.00"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, PremiumComponents_PremiumComponent, Detail"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, e774f5f326e58903e8314ebd907e0287, f76dd5159481048a7c74bf628e2a1c1b"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 8317ff25efeb3530bbf330e97a87bbc2, e774f5f326e58903e8314ebd907e0287"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, PremiumComponents_PremiumComponent"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""8317ff25efeb3530bbf330e97a87bbc2"", ""e774f5f326e58903e8314ebd907e0287""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""PremiumComponents_PremiumComponent""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""6b271d437890df4de4d8e8e5c6293471"", ""68fa28b4a5c5c4a931ec40800dce98f3"", ""7f275761184c3a273f72d2b8389e9ef8""]","{""Identifier_ComponentName"": ""Additional Auto Premium"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 6b271d437890df4de4d8e8e5c6293471, 68fa28b4a5c5c4a931ec40800dce98f3, 7f275761184c3a273f72d2b8389e9ef8"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 6b271d437890df4de4d8e8e5c6293471, 68fa28b4a5c5c4a931ec40800dce98f3"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""6b271d437890df4de4d8e8e5c6293471"", ""68fa28b4a5c5c4a931ec40800dce98f3""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent"", ""Detail""]","[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""6b271d437890df4de4d8e8e5c6293471"", ""66c6766ec1836befde3a8b103ebd7f71"", ""39d52c09d8ce66bd891803881112d89f"", ""a28a42cd9c948752b1e8e5206e66a699""]","{""Name"": ""AgentCommissionRate"", ""Value_text"": ""16"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage, PremiumComponents_PremiumComponent, Detail"", ""md5_list"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 6b271d437890df4de4d8e8e5c6293471, 66c6766ec1836befde3a8b103ebd7f71, 39d52c09d8ce66bd891803881112d89f, a28a42cd9c948752b1e8e5206e66a699"", ""md5_checksum"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""md5_list_minus_one"": ""e32b6bcdd24f9db8e5c2f53ce986ee4f, 21d47766260486e6bce13889d93b52eb, 6b271d437890df4de4d8e8e5c6293471, 66c6766ec1836befde3a8b103ebd7f71, 39d52c09d8ce66bd891803881112d89f"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""file_name"": ""PolicyXml_DRC_20190517111305293796_26575FA133F8131C"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",e32b6bcdd24f9db8e5c2f53ce986ee4f,"[""e32b6bcdd24f9db8e5c2f53ce986ee4f"", ""21d47766260486e6bce13889d93b52eb"", ""6b271d437890df4de4d8e8e5c6293471"", ""66c6766ec1836befde3a8b103ebd7f71"", ""39d52c09d8ce66bd891803881112d89f""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]",PolicyXml_DRC_20190517111305293796_26575FA133F8131C,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_PremiumComponents"", ""Component"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""00d4432e3792b4f0ff03c04be9d9f4db"", ""2a0c571a1a6037786ecb557fcc1bb3c3"", ""242a74d7e2d90a32f5f3e403a020f96a""]","{""Name"": ""TotalPremium"", ""Value_Decimal"": ""0.00"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_PremiumComponents, Component, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 00d4432e3792b4f0ff03c04be9d9f4db, 2a0c571a1a6037786ecb557fcc1bb3c3, 242a74d7e2d90a32f5f3e403a020f96a"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 00d4432e3792b4f0ff03c04be9d9f4db, 2a0c571a1a6037786ecb557fcc1bb3c3"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_PremiumComponents, Component"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""00d4432e3792b4f0ff03c04be9d9f4db"", ""2a0c571a1a6037786ecb557fcc1bb3c3""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_PremiumComponents"", ""Component""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""fdd539c803706324b9f9dbde154d490b"", ""21171d6ad5102c3d129d06948d5a0589""]","{""Name"": ""Subline"", ""Value_text"": ""436"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, fdd539c803706324b9f9dbde154d490b, 21171d6ad5102c3d129d06948d5a0589"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, fdd539c803706324b9f9dbde154d490b"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""fdd539c803706324b9f9dbde154d490b""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""872c6b32bd16e53f95f9bacbea29ad01"", ""1c7538a6ec112c5ab14a777c047607a8""]","{""Name"": ""CoverageCode"", ""Value_text"": ""MedicalPayments"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, 872c6b32bd16e53f95f9bacbea29ad01, 1c7538a6ec112c5ab14a777c047607a8"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, 872c6b32bd16e53f95f9bacbea29ad01"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""872c6b32bd16e53f95f9bacbea29ad01""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home"", ""Coverages_Coverage""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec"", ""7acae9f720beb2d27dcd404fd1601ba6""]","{""at-busStatus"": ""ACTIVE"", ""at-effectiveDate"": ""2019-10-24"", ""at-expirationDate"": ""2020-05-22"", ""Identifier_CoverageName"": ""DebrisRemoval"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home, Coverages_Coverage"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec, 7acae9f720beb2d27dcd404fd1601ba6"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, a83169a22072a550847f8db7953391ec"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Home"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""a83169a22072a550847f8db7953391ec""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Home""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_VacClass"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""5cc071a784ea5ce6dcef440741836485"", ""b69d058abbfcc276c1f497166aa6908b"", ""fcfed3f61393c7da01d8207f97273c4f"", ""fa056c459c0e6cf97fccc05521342827""]","{""Name"": ""AgentCommissionRate"", ""Value_text"": ""15"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_VacClass, Coverages_Coverage, PremiumComponents_PremiumComponent, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 5cc071a784ea5ce6dcef440741836485, b69d058abbfcc276c1f497166aa6908b, fcfed3f61393c7da01d8207f97273c4f, fa056c459c0e6cf97fccc05521342827"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 5cc071a784ea5ce6dcef440741836485, b69d058abbfcc276c1f497166aa6908b, fcfed3f61393c7da01d8207f97273c4f"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_VacClass, Coverages_Coverage, PremiumComponents_PremiumComponent"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""5cc071a784ea5ce6dcef440741836485"", ""b69d058abbfcc276c1f497166aa6908b"", ""fcfed3f61393c7da01d8207f97273c4f""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_VacClass"", ""Coverages_Coverage"", ""PremiumComponents_PremiumComponent""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_VacClass"", ""PremiumComponents_PremiumComponent"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""0de843dbfbbff335709b49468c7db2db"", ""7f9f0d0426b8c9b42f3723d0d530c334"", ""047e467f91ccbe6506646621ba1741fa""]","{""Name"": ""Premium"", ""Value_Decimal"": ""0.00"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_VacClass, PremiumComponents_PremiumComponent, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 0de843dbfbbff335709b49468c7db2db, 7f9f0d0426b8c9b42f3723d0d530c334, 047e467f91ccbe6506646621ba1741fa"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, 0de843dbfbbff335709b49468c7db2db, 7f9f0d0426b8c9b42f3723d0d530c334"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_VacClass, PremiumComponents_PremiumComponent"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""0de843dbfbbff335709b49468c7db2db"", ""7f9f0d0426b8c9b42f3723d0d530c334""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_VacClass"", ""PremiumComponents_PremiumComponent""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
"[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage"", ""Detail""]","[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""ffeae4f9973ed54a78e5e665b663d971"", ""4f00f76e29e70304ad937c1932e9d16f"", ""b08627b8226c7f3ddb888c6ab46ba038""]","{""Name"": ""Subline"", ""Value_text"": ""480"", ""json_key"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage, Detail"", ""md5_list"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, ffeae4f9973ed54a78e5e665b663d971, 4f00f76e29e70304ad937c1932e9d16f, b08627b8226c7f3ddb888c6ab46ba038"", ""md5_checksum"": ""0b29703618348d201d647d8d73d4dd95"", ""md5_list_minus_one"": ""0b29703618348d201d647d8d73d4dd95, 4a655a5ba3cf1d557049f40ccf1c83b0, ffeae4f9973ed54a78e5e665b663d971, 4f00f76e29e70304ad937c1932e9d16f"", ""json_key_minus_one"": ""r, ServiceReply_GetBusinessEventDetailReply, TargetEventDetail_Umbrella, Coverages_Coverage"", ""file_name"": ""PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9"", ""etl_record_updated"": ""2020-11-03 13:16:51.501972""}",0b29703618348d201d647d8d73d4dd95,"[""0b29703618348d201d647d8d73d4dd95"", ""4a655a5ba3cf1d557049f40ccf1c83b0"", ""ffeae4f9973ed54a78e5e665b663d971"", ""4f00f76e29e70304ad937c1932e9d16f""]","[""r"", ""ServiceReply_GetBusinessEventDetailReply"", ""TargetEventDetail_Umbrella"", ""Coverages_Coverage""]",PolicyXml_DRC_20191028113545453865_0640DC92A152B0A9,2020-11-03 13:16:51.5019720
